claim_id,short_name,exact_allowed_wording,claim_class,evidence_type,source_artifact,source_fields_or_rows,numerical_value_if_any,unit,denominator_or_n_if_applicable,uncertainty_status,qualification_required,manuscript_section,prominence,manuscript_eligible,abstract_eligible,conclusion_eligible,figure_or_table_candidate,prohibited_extensions,supersedes_prior_claim,notes,admission_status,quantitative,subgroup_percentage
HET-005,Template 004 optimized distressed,Template 004 optimized distressed (n=21): median annualized sponsor return -18.85%; broad failure 7/21 (33.3%); payment default 3/21 (14.3%); insolvency 6/21 (28.6%); covenant breach 7/21 (33.3%); total equity loss 1/21 (4.8%).,DESCRIPTIVE_DIAGNOSTIC,frozen artifact audit,"[""results/v3/post_optimization_diagnostics/template004_regime_breakdown.csv""]","[{""artifact"": ""results/v3/post_optimization_diagnostics/template004_regime_breakdown.csv"", ""where"": {""evaluation_policy"": ""optimized"", ""scenario_type"": ""distressed""}}]","[[{""evaluation_policy"": ""optimized"", ""scenario_type"": ""distressed"", ""scenario_count"": ""21"", ""denominator_scenarios"": ""100"", ""actual_frequency"": ""0.21"", ""intended_probability"": ""0.2"", ""median_annualized_return"": ""-0.188466940569059"", ""mean_annualized_return"": ""-0.25345499083309203"", ""p10_annualized_return"": ""-0.367976026095454"", ""broad_failure_rate"": ""0.3333333333333333"", ""payment_default_rate"": ""0.14285714285714285"", ""insolvency_rate"": ""0.2857142857142857"", ""covenant_breach_rate"": ""0.3333333333333333"", ""total_equity_loss_rate"": ""0.047619047619047616""}]]",return/risk fractions and counts,"{""n"": 21, ""counts"": {""broad_failure"": 7, ""payment_default"": 3, ""insolvency"": 6, ""covenant_breach"": 7, ""total_equity_loss"": 1}}",Descriptive frozen realization; no new interval or significance test. Mechanical checks are conditional on tested paths.,"B/methodological financing evidence; descriptive small cell, no manufactured confidence interval.","[""S12""]",supporting,true,false,false,"[""A2""]","No empirical, causal, calibrated-PD, universal-generalization or substantive financing-optimum extension.",No prior numerical claim imported.,,not applicable,true,true
HET-006,Template 004 reference base,Template 004 reference base (n=48): median annualized sponsor return 2.16%; broad failure 1/48 (2.1%); payment default 1/48 (2.1%); insolvency 1/48 (2.1%); covenant breach 1/48 (2.1%); total equity loss 0/48 (0.0%).,DESCRIPTIVE_DIAGNOSTIC,frozen artifact audit,"[""results/v3/post_optimization_diagnostics/template004_regime_breakdown.csv""]","[{""artifact"": ""results/v3/post_optimization_diagnostics/template004_regime_breakdown.csv"", ""where"": {""evaluation_policy"": ""reference"", ""scenario_type"": ""base""}}]","[[{""evaluation_policy"": ""reference"", ""scenario_type"": ""base"", ""scenario_count"": ""48"", ""denominator_scenarios"": ""100"", ""actual_frequency"": ""0.48"", ""intended_probability"": ""0.5"", ""median_annualized_return"": ""0.0216248177891823"", ""mean_annualized_return"": ""0.013629794431142815"", ""p10_annualized_return"": ""-0.05812913109605373"", ""broad_failure_rate"": ""0.020833333333333332"", ""payment_default_rate"": ""0.020833333333333332"", ""insolvency_rate"": ""0.020833333333333332"", ""covenant_breach_rate"": ""0.020833333333333332"", ""total_equity_loss_rate"": ""0.0""}]]",return/risk fractions and counts,"{""n"": 48, ""counts"": {""broad_failure"": 1, ""payment_default"": 1, ""insolvency"": 1, ""covenant_breach"": 1, ""total_equity_loss"": 0}}",Descriptive frozen realization; no new interval or significance test. Mechanical checks are conditional on tested paths.,"B/methodological financing evidence; descriptive small cell, no manufactured confidence interval.","[""S12""]",supporting,true,false,false,"[""A2""]","No empirical, causal, calibrated-PD, universal-generalization or substantive financing-optimum extension.",No prior numerical claim imported.,,not applicable,true,true
HET-007,Template 004 reference downside,Template 004 reference downside (n=31): median annualized sponsor return -11.44%; broad failure 9/31 (29.0%); payment default 7/31 (22.6%); insolvency 9/31 (29.0%); covenant breach 3/31 (9.7%); total equity loss 1/31 (3.2%).,DESCRIPTIVE_DIAGNOSTIC,frozen artifact audit,"[""results/v3/post_optimization_diagnostics/template004_regime_breakdown.csv""]","[{""artifact"": ""results/v3/post_optimization_diagnostics/template004_regime_breakdown.csv"", ""where"": {""evaluation_policy"": ""reference"", ""scenario_type"": ""downside""}}]","[[{""evaluation_policy"": ""reference"", ""scenario_type"": ""downside"", ""scenario_count"": ""31"", ""denominator_scenarios"": ""100"", ""actual_frequency"": ""0.31"", ""intended_probability"": ""0.3"", ""median_annualized_return"": ""-0.1144276392347374"", ""mean_annualized_return"": ""-0.15028242423964527"", ""p10_annualized_return"": ""-0.2547574614063957"", ""broad_failure_rate"": ""0.2903225806451613"", ""payment_default_rate"": ""0.22580645161290322"", ""insolvency_rate"": ""0.2903225806451613"", ""covenant_breach_rate"": ""0.0967741935483871"", ""total_equity_loss_rate"": ""0.03225806451612903""}]]",return/risk fractions and counts,"{""n"": 31, ""counts"": {""broad_failure"": 9, ""payment_default"": 7, ""insolvency"": 9, ""covenant_breach"": 3, ""total_equity_loss"": 1}}",Descriptive frozen realization; no new interval or significance test. Mechanical checks are conditional on tested paths.,"B/methodological financing evidence; descriptive small cell, no manufactured confidence interval.","[""S12""]",supporting,true,false,false,"[""A2""]","No empirical, causal, calibrated-PD, universal-generalization or substantive financing-optimum extension.",No prior numerical claim imported.,,not applicable,true,true
HET-008,Template 004 reference distressed,Template 004 reference distressed (n=21): median annualized sponsor return -30.00%; broad failure 18/21 (85.7%); payment default 16/21 (76.2%); insolvency 18/21 (85.7%); covenant breach 14/21 (66.7%); total equity loss 7/21 (33.3%).,DESCRIPTIVE_DIAGNOSTIC,frozen artifact audit,"[""results/v3/post_optimization_diagnostics/template004_regime_breakdown.csv""]","[{""artifact"": ""results/v3/post_optimization_diagnostics/template004_regime_breakdown.csv"", ""where"": {""evaluation_policy"": ""reference"", ""scenario_type"": ""distressed""}}]","[[{""evaluation_policy"": ""reference"", ""scenario_type"": ""distressed"", ""scenario_count"": ""21"", ""denominator_scenarios"": ""100"", ""actual_frequency"": ""0.21"", ""intended_probability"": ""0.2"", ""median_annualized_return"": ""-0.2999582683675197"", ""mean_annualized_return"": ""-0.4979107099207226"", ""p10_annualized_return"": ""-1.0"", ""broad_failure_rate"": ""0.8571428571428571"", ""payment_default_rate"": ""0.7619047619047619"", ""insolvency_rate"": ""0.8571428571428571"", ""covenant_breach_rate"": ""0.6666666666666666"", ""total_equity_loss_rate"": ""0.3333333333333333""}]]",return/risk fractions and counts,"{""n"": 21, ""counts"": {""broad_failure"": 18, ""payment_default"": 16, ""insolvency"": 18, ""covenant_breach"": 14, ""total_equity_loss"": 7}}",Descriptive frozen realization; no new interval or significance test. Mechanical checks are conditional on tested paths.,"B/methodological financing evidence; descriptive small cell, no manufactured confidence interval.","[""S12""]",supporting,true,false,false,"[""A2""]","No empirical, causal, calibrated-PD, universal-generalization or substantive financing-optimum extension.",No prior numerical claim imported.,,not applicable,true,true
HET-009,Within-regime comparison,"Under selected policies, Template 004 has the lowest median annualized sponsor return among the five templates in each realized regime; base/downside broad-failure rates tie at zero, so weakness is not strict dominance on every risk metric.",DESCRIPTIVE_DIAGNOSTIC,frozen artifact audit,"[""results/v3/post_optimization_diagnostics/regime_conditioned_template_comparison.csv""]","[{""artifact"": ""results/v3/post_optimization_diagnostics/regime_conditioned_template_comparison.csv"", ""where"": {""evaluation_policy"": ""optimized""}}]","[[{""held_out_template"": ""SYN_HOTEL_001"", ""evaluation_policy"": ""optimized"", ""scenario_type"": ""base"", ""scenario_count"": ""41"", ""median_annualized_return"": ""0.0783767946327729"", ""mean_annualized_return"": ""0.06596816584305175"", ""p10_annualized_return"": ""-0.0015612537433726"", ""broad_failure_rate"": ""0.0"", ""payment_default_rate"": ""0.0"", ""insolvency_rate"": ""0.0"", ""covenant_breach_rate"": ""0.0""}, {""held_out_template"": ""SYN_HOTEL_002"", ""evaluation_policy"": ""optimized"", ""scenario_type"": ""base"", ""scenario_count"": ""62"", ""median_annualized_return"": ""0.037594542632262"", ""mean_annualized_return"": ""0.0349786790929251"", ""p10_annualized_return"": ""-0.03769276776376281"", ""broad_failure_rate"": ""0.0"", ""payment_default_rate"": ""0.0"", ""insolvency_rate"": ""0.0"", ""covenant_breach_rate"": ""0.0""}, {""held_out_template"": ""SYN_HOTEL_003"", ""evaluation_policy"": ""optimized"", ""scenario_type"": ""base"", ""scenario_count"": ""55"", ""median_annualized_return"": ""0.0768112438261343"", ""mean_annualized_return"": ""0.07126659401258172"", ""p10_annualized_return"": ""0.012711963942302262"", ""broad_failure_rate"": ""0.0"", ""payment_default_rate"": ""0.0"", ""insolvency_rate"": ""0.0"", ""covenant_breach_rate"": ""0.0""}, {""held_out_template"": ""SYN_HOTEL_004"", ""evaluation_policy"": ""optimized"", ""scenario_type"": ""base"", ""scenario_count"": ""48"", ""median_annualized_return"": ""0.02578274158595855"", ""mean_annualized_return"": ""0.0225740353070852"", ""p10_annualized_return"": ""-0.0371121068169848"", ""broad_failure_rate"": ""0.0"", ""payment_default_rate"": ""0.0"", ""insolvency_rate"": ""0.0"", ""covenant_breach_rate"": ""0.0""}, {""held_out_template"": ""SYN_HOTEL_005"", ""evaluation_policy"": ""optimized"", ""scenario_type"": ""base"", ""scenario_count"": ""42"", ""median_annualized_return"": ""0.08707777554787349"", ""mean_annualized_return"": ""0.08685562914852442"", ""p10_annualized_return"": ""0.03911981788620835"", ""broad_failure_rate"": ""0.0"", ""payment_default_rate"": ""0.0"", ""insolvency_rate"": ""0.0"", ""covenant_breach_rate"": ""0.0""}, {""held_out_template"": ""SYN_HOTEL_001"", ""evaluation_policy"": ""optimized"", ""scenario_type"": ""distressed"", ""scenario_count"": ""18"", ""median_annualized_return"": ""-0.1603398897020295"", ""mean_annualized_return"": ""-0.15877441613844467"", ""p10_annualized_return"": ""-0.2599511986208657"", ""broad_failure_rate"": ""0.0"", ""payment_default_rate"": ""0.0"", ""insolvency_rate"": ""0.0"", ""covenant_breach_rate"": ""0.0""}, {""held_out_template"": ""SYN_HOTEL_002"", ""evaluation_policy"": ""optimized"", ""scenario_type"": ""distressed"", ""scenario_count"": ""14"", ""median_annualized_return"": ""-0.1528624803392161"", ""mean_annualized_return"": ""-0.11382658663335334"", ""p10_annualized_return"": ""-0.21596289739802638"", ""broad_failure_rate"": ""0.0"", ""payment_default_rate"": ""0.0"", ""insolvency_rate"": ""0.0"", ""covenant_breach_rate"": ""0.0""}, {""held_out_template"": ""SYN_HOTEL_003"", ""evaluation_policy"": ""optimized"", ""scenario_type"": ""distressed"", ""scenario_count"": ""16"", ""median_annualized_return"": ""-0.1400310455320775"", ""mean_annualized_return"": ""-0.14126263817607285"", ""p10_annualized_return"": ""-0.203799337016495"", ""broad_failure_rate"": ""0.0"", ""payment_default_rate"": ""0.0"", ""insolvency_rate"": ""0.0"", ""covenant_breach_rate"": ""0.0""}, {""held_out_template"": ""SYN_HOTEL_004"", ""evaluation_policy"": ""optimized"", ""scenario_type"": ""distressed"", ""scenario_count"": ""21"", ""median_annualized_return"": ""-0.188466940569059"", ""mean_annualized_return"": ""-0.25345499083309203"", ""p10_annualized_return"": ""-0.367976026095454"", ""broad_failure_rate"": ""0.3333333333333333"", ""payment_default_rate"": ""0.14285714285714285"", ""insolvency_rate"": ""0.2857142857142857"", ""covenant_breach_rate"": ""0.3333333333333333""}, {""held_out_template"": ""SYN_HOTEL_005"", ""evaluation_policy"": ""optimized"", ""scenario_type"": ""distressed"", ""scenario_count"": ""16"", ""median_annualized_return"": ""-0.10444610603543969"", ""mean_annualized_return"": ""-0.11441847338766573"", ""p10_annualized_return"": ""-0.17704109048482214"", ""broad_failure_rate"": ""0.0"", ""payment_default_rate"": ""0.0"", ""insolvency_rate"": ""0.0"", ""covenant_breach_rate"": ""0.0""}, {""held_out_template"": ""SYN_HOTEL_001"", ""evaluation_policy"": ""optimized"", ""scenario_type"": ""downside"", ""scenario_count"": ""41"", ""median_annualized_return"": ""-0.0423982206895269"", ""mean_annualized_return"": ""-0.02681715189709197"", ""p10_annualized_return"": ""-0.1070924432586758"", ""broad_failure_rate"": ""0.0"", ""payment_default_rate"": ""0.0"", ""insolvency_rate"": ""0.0"", ""covenant_breach_rate"": ""0.0""}, {""held_out_template"": ""SYN_HOTEL_002"", ""evaluation_policy"": ""optimized"", ""scenario_type"": ""downside"", ""scenario_count"": ""24"", ""median_annualized_return"": ""-0.0508524154894475"", ""mean_annualized_return"": ""-0.035208442745551426"", ""p10_annualized_return"": ""-0.0979406498407384"", ""broad_failure_rate"": ""0.0"", ""payment_default_rate"": ""0.0"", ""insolvency_rate"": ""0.0"", ""covenant_breach_rate"": ""0.0""}, {""held_out_template"": ""SYN_HOTEL_003"", ""evaluation_policy"": ""optimized"", ""scenario_type"": ""downside"", ""scenario_count"": ""29"", ""median_annualized_return"": ""-0.0179051085138538"", ""mean_annualized_return"": ""-0.023936463021671694"", ""p10_annualized_return"": ""-0.07964136488265712"", ""broad_failure_rate"": ""0.0"", ""payment_default_rate"": ""0.0"", ""insolvency_rate"": ""0.0"", ""covenant_breach_rate"": ""0.0""}, {""held_out_template"": ""SYN_HOTEL_004"", ""evaluation_policy"": ""optimized"", ""scenario_type"": ""downside"", ""scenario_count"": ""31"", ""median_annualized_return"": ""-0.078420276352107"", ""mean_annualized_return"": ""-0.08464200119906615"", ""p10_annualized_return"": ""-0.1658413755567044"", ""broad_failure_rate"": ""0.0"", ""payment_default_rate"": ""0.0"", ""insolvency_rate"": ""0.0"", ""covenant_breach_rate"": ""0.0""}, {""held_out_template"": ""SYN_HOTEL_005"", ""evaluation_policy"": ""optimized"", ""scenario_type"": ""downside"", ""scenario_count"": ""42"", ""median_annualized_return"": ""0.013391311059710548"", ""mean_annualized_return"": ""0.0010847071839643586"", ""p10_annualized_return"": ""-0.07096613083555599"", ""broad_failure_rate"": ""0.0"", ""payment_default_rate"": ""0.0"", ""insolvency_rate"": ""0.0"", ""covenant_breach_rate"": ""0.0""}]]",return/risk fractions,"{""by_template_base_downside_distressed"": {""001"": [41, 41, 18], ""002"": [62, 24, 14], ""003"": [55, 29, 16], ""004"": [48, 31, 21], ""005"": [42, 42, 16]}}",Descriptive frozen realization; no new interval or significance test. Mechanical checks are conditional on tested paths.,B/methodological; descriptive within-system comparison with small unequal cells. Not a causal attribution.,"[""S7"", ""S12""]",secondary,true,false,false,"[""A2"", ""A-F3""]","No empirical, causal, calibrated-PD, universal-generalization or substantive financing-optimum extension.",No prior numerical claim imported.,,not applicable,true,true
HET-010,Structural input profile,Template 004 has the highest opening debt/EBITDA and the lowest absolute opening cash among these stipulated archetypes; its cash/EBITDA ratio is not the lowest.,DESCRIPTIVE_DIAGNOSTIC,frozen artifact audit,"[""data/synthetic/operators.csv"", ""results/v3/post_optimization_diagnostics/template004_structural_profile.json""]","[{""artifact"": ""results/v3/post_optimization_diagnostics/template004_structural_profile.json"", ""keys"": [""all_templates""]}, {""artifact"": ""data/synthetic/operators.csv"", ""fields"": [""operator_id"", ""cash_0"", ""ebitda_0"", ""financial_debt_0""]}]","[[{""template"": ""SYN_HOTEL_001"", ""revenue_growth_mean"": 0.03, ""revenue_growth_std"": 0.04, ""ebitda_margin_mean"": 0.22, ""debt_0"": 520, ""lease_0"": 390, ""debt_to_ebitda"": 2.0, ""lease_to_ebitda"": 1.5, ""debt_plus_lease_to_ebitda"": 3.5, ""cash_to_ebitda"": 0.17307692307692307, ""cash_sweep"": 0.55, ""lease_principal_rate"": 0.11, ""lease_additions_rate"": 0.01}, {""template"": ""SYN_HOTEL_002"", ""revenue_growth_mean"": 0.025, ""revenue_growth_std"": 0.05, ""ebitda_margin_mean"": 0.21, ""debt_0"": 470, ""lease_0"": 360, ""debt_to_ebitda"": 2.292682926829268, ""lease_to_ebitda"": 1.7560975609756098, ""debt_plus_lease_to_ebitda"": 4.048780487804878, ""cash_to_ebitda"": 0.17073170731707318, ""cash_sweep"": 0.5, ""lease_principal_rate"": 0.12, ""lease_additions_rate"": 0.012}, {""template"": ""SYN_HOTEL_003"", ""revenue_growth_mean"": 0.035, ""revenue_growth_std"": 0.03, ""ebitda_margin_mean"": 0.23, ""debt_0"": 610, ""lease_0"": 470, ""debt_to_ebitda"": 1.8484848484848484, ""lease_to_ebitda"": 1.4242424242424243, ""debt_plus_lease_to_ebitda"": 3.272727272727273, ""cash_to_ebitda"": 0.16666666666666666, ""cash_sweep"": 0.58, ""lease_principal_rate"": 0.1, ""lease_additions_rate"": 0.009}, {""template"": ""SYN_HOTEL_004"", ""revenue_growth_mean"": 0.02, ""revenue_growth_std"": 0.05, ""ebitda_margin_mean"": 0.2, ""debt_0"": 390, ""lease_0"": 300, ""debt_to_ebitda"": 2.6, ""lease_to_ebitda"": 2.0, ""debt_plus_lease_to_ebitda"": 4.6, ""cash_to_ebitda"": 0.2, ""cash_sweep"": 0.48, ""lease_principal_rate"": 0.13, ""lease_additions_rate"": 0.013}, {""template"": ""SYN_HOTEL_005"", ""revenue_growth_mean"": 0.04, ""revenue_growth_std"": 0.035, ""ebitda_margin_mean"": 0.24, ""debt_0"": 650, ""lease_0"": 500, ""debt_to_ebitda"": 1.6666666666666667, ""lease_to_ebitda"": 1.2820512820512822, ""debt_plus_lease_to_ebitda"": 2.948717948717949, ""cash_to_ebitda"": 0.15384615384615385, ""cash_sweep"": 0.6, ""lease_principal_rate"": 0.1, ""lease_additions_rate"": 0.008}], [{""operator_id"": ""SYN_HOTEL_001"", ""cash_0"": ""45"", ""ebitda_0"": ""260"", ""financial_debt_0"": ""520""}, {""operator_id"": ""SYN_HOTEL_002"", ""cash_0"": ""35"", ""ebitda_0"": ""205"", ""financial_debt_0"": ""470""}, {""operator_id"": ""SYN_HOTEL_003"", ""cash_0"": ""55"", ""ebitda_0"": ""330"", ""financial_debt_0"": ""610""}, {""operator_id"": ""SYN_HOTEL_004"", ""cash_0"": ""30"", ""ebitda_0"": ""150"", ""financial_debt_0"": ""390""}, {""operator_id"": ""SYN_HOTEL_005"", ""cash_0"": ""60"", ""ebitda_0"": ""390"", ""financial_debt_0"": ""650""}]]",currency units and ratios,"{""templates"": 5}",Descriptive frozen realization; no new interval or significance test. Mechanical checks are conditional on tested paths.,Absolute cash and cash scaled by EBITDA must not be conflated; no causal identification.,"[""S7""]",supporting,true,false,false,"[""T1""]","No empirical, causal, calibrated-PD, universal-generalization or substantive financing-optimum extension.",No prior numerical claim imported.,,not applicable,true,false
LIM-001,Limited liability,"Sponsor exit proceeds equal max(0, raw exit equity); MOIC divides those proceeds by positive initial sponsor equity. Zero recovery gives MOIC 0 and annualized sponsor return -1.0 (-100%) under the predeclared convention.",VERIFIED_MECHANICAL,frozen artifact audit,"[""results/v3/optimization_validation/frozen_protocol.json""]","[{""artifact"": ""results/v3/optimization_validation/frozen_protocol.json"", ""keys"": [""limited_liability""]}, {""artifact"": ""results/v3/optimization_validation/frozen_protocol.json"", ""keys"": [""years""]}]","[""proceeds=max(0,raw_exit_equity); zero proceeds return=-100%"", 5]",return fraction and multiple,null,Descriptive frozen realization; no new interval or significance test. Mechanical checks are conditional on tested paths.,"Analysis-layer limited-liability sponsor return, not unconstrained financial IRR. Raw engine equity remains unfloored; no solver-failure interpretation.","[""S8""]",supporting,true,false,false,[],"No empirical, causal, calibrated-PD, universal-generalization or substantive financing-optimum extension.",No prior numerical claim imported.,,not applicable,true,false
LIM-002,Distressed P10 floor,"Template 004 reference distressed P10 annualized sponsor return is -100% (n=21): 7/21 scenarios (33.3%) have zero recovery, placing the 10th percentile on the zero-recovery mass, consistently with the predeclared convention.",VERIFIED_MECHANICAL,frozen artifact audit,"[""results/v3/optimization_validation/heldout_results.csv"", ""results/v3/post_optimization_diagnostics/template004_regime_breakdown.csv""]","[{""artifact"": ""results/v3/post_optimization_diagnostics/template004_regime_breakdown.csv"", ""where"": {""evaluation_policy"": ""reference"", ""scenario_type"": ""distressed""}, ""fields"": [""scenario_count"", ""p10_annualized_return"", ""total_equity_loss_rate""]}, {""artifact"": ""results/v3/optimization_validation/heldout_results.csv"", ""where"": {""held_out_template"": ""SYN_HOTEL_004"", ""evaluation_policy"": ""reference"", ""scenario_type"": ""distressed""}, ""fields"": [""scenario_id"", ""raw_exit_equity"", ""sponsor_exit_proceeds"", ""sponsor_moic"", ""sponsor_annualized_return"", ""total_equity_loss""]}]","[[{""scenario_count"": ""21"", ""p10_annualized_return"": ""-1.0"", ""total_equity_loss_rate"": ""0.3333333333333333""}], [{""scenario_id"": ""SYN_HOTEL_004:004"", ""raw_exit_equity"": ""205.82283373426642"", ""sponsor_exit_proceeds"": ""205.82283373426642"", ""sponsor_moic"": ""0.25768116899438676"", ""sponsor_annualized_return"": ""-0.23754092759176482"", ""total_equity_loss"": ""0""}, {""scenario_id"": ""SYN_HOTEL_004:005"", ""raw_exit_equity"": ""318.3528679428569"", ""sponsor_exit_proceeds"": ""318.3528679428569"", ""sponsor_moic"": ""0.3985638409300243"", ""sponsor_annualized_return"": ""-0.1680454924649305"", ""total_equity_loss"": ""0""}, {""scenario_id"": ""SYN_HOTEL_004:011"", ""raw_exit_equity"": ""-91.52342938925398"", ""sponsor_exit_proceeds"": ""0.0"", ""sponsor_moic"": ""0.0"", ""sponsor_annualized_return"": ""-1.0"", ""total_equity_loss"": ""1""}, {""scenario_id"": ""SYN_HOTEL_004:016"", ""raw_exit_equity"": ""-84.7608551636032"", ""sponsor_exit_proceeds"": ""0.0"", ""sponsor_moic"": ""0.0"", ""sponsor_annualized_return"": ""-1.0"", ""total_equity_loss"": ""1""}, {""scenario_id"": ""SYN_HOTEL_004:022"", ""raw_exit_equity"": ""294.60382851369513"", ""sponsor_exit_proceeds"": ""294.60382851369513"", ""sponsor_moic"": ""0.3688310842111989"", ""sponsor_annualized_return"": ""-0.18084610043281324"", ""total_equity_loss"": ""0""}, {""scenario_id"": ""SYN_HOTEL_004:032"", ""raw_exit_equity"": ""347.9679196290276"", ""sponsor_exit_proceeds"": ""347.9679196290276"", ""sponsor_moic"": ""0.43564058795496413"", ""sponsor_annualized_return"": ""-0.1531126085309341"", ""total_equity_loss"": ""0""}, {""scenario_id"": ""SYN_HOTEL_004:037"", ""raw_exit_equity"": ""336.73457851755654"", ""sponsor_exit_proceeds"": ""336.73457851755654"", ""sponsor_moic"": ""0.4215769371111819"", ""sponsor_annualized_return"": ""-0.15865257700055113"", ""total_equity_loss"": ""0""}, {""scenario_id"": ""SYN_HOTEL_004:043"", ""raw_exit_equity"": ""-332.14812751178846"", ""sponsor_exit_proceeds"": ""0.0"", ""sponsor_moic"": ""0.0"", ""sponsor_annualized_return"": ""-1.0"", ""total_equity_loss"": ""1""}, {""scenario_id"": ""SYN_HOTEL_004:045"", ""raw_exit_equity"": ""-120.33233780316381"", ""sponsor_exit_proceeds"": ""0.0"", ""sponsor_moic"": ""0.0"", ""sponsor_annualized_return"": ""-1.0"", ""total_equity_loss"": ""1""}, {""scenario_id"": ""SYN_HOTEL_004:049"", ""raw_exit_equity"": ""57.330700664872445"", ""sponsor_exit_proceeds"": ""57.330700664872445"", ""sponsor_moic"": ""0.07177552508904218"", ""sponsor_annualized_return"": ""-0.4095334828232743"", ""total_equity_loss"": ""0""}, {""scenario_id"": ""SYN_HOTEL_004:050"", ""raw_exit_equity"": ""159.41402700523352"", ""sponsor_exit_proceeds"": ""159.41402700523352"", ""sponsor_moic"": ""0.19957937653237373"", ""sponsor_annualized_return"": ""-0.2755254524437861"", ""total_equity_loss"": ""0""}, {""scenario_id"": ""SYN_HOTEL_004:058"", ""raw_exit_equity"": ""185.96293814368386"", ""sponsor_exit_proceeds"": ""185.96293814368386"", ""sponsor_moic"": ""0.2328174499451441"", ""sponsor_annualized_return"": ""-0.2528580774175905"", ""total_equity_loss"": ""0""}, {""scenario_id"": ""SYN_HOTEL_004:063"", ""raw_exit_equity"": ""-105.71177847568055"", ""sponsor_exit_proceeds"": ""0.0"", ""sponsor_moic"": ""0.0"", ""sponsor_annualized_return"": ""-1.0"", ""total_equity_loss"": ""1""}, {""scenario_id"": ""SYN_HOTEL_004:065"", ""raw_exit_equity"": ""125.75703049184453"", ""sponsor_exit_proceeds"": ""125.75703049184453"", ""sponsor_moic"": ""0.15744229169558"", ""sponsor_annualized_return"": ""-0.3090855424005994"", ""total_equity_loss"": ""0""}, {""scenario_id"": ""SYN_HOTEL_004:070"", ""raw_exit_equity"": ""-89.57007793878863"", ""sponsor_exit_proceeds"": ""0.0"", ""sponsor_moic"": ""0.0"", ""sponsor_annualized_return"": ""-1.0"", ""total_equity_loss"": ""1""}, {""scenario_id"": ""SYN_HOTEL_004:078"", ""raw_exit_equity"": ""208.62195318971015"", ""sponsor_exit_proceeds"": ""208.62195318971015"", ""sponsor_moic"": ""0.2611855438994806"", ""sponsor_annualized_return"": ""-0.2354782817747113"", ""total_equity_loss"": ""0""}, {""scenario_id"": ""SYN_HOTEL_004:083"", ""raw_exit_equity"": ""260.3556304810966"", ""sponsor_exit_proceeds"": ""260.3556304810966"", ""sponsor_moic"": ""0.32595384097789876"", ""sponsor_annualized_return"": ""-0.20084463271404351"", ""total_equity_loss"": ""0""}, {""scenario_id"": ""SYN_HOTEL_004:090"", ""raw_exit_equity"": ""49.66178248004303"", ""sponsor_exit_proceeds"": ""49.66178248004303"", ""sponsor_moic"": ""0.06217437556186921"", ""sponsor_annualized_return"": ""-0.42625054443583366"", ""total_equity_loss"": ""0""}, {""scenario_id"": ""SYN_HOTEL_004:091"", ""raw_exit_equity"": ""-84.00212846165121"", ""sponsor_exit_proceeds"": ""0.0"", ""sponsor_moic"": ""0.0"", ""sponsor_annualized_return"": ""-1.0"", ""total_equity_loss"": ""1""}, {""scenario_id"": ""SYN_HOTEL_004:095"", ""raw_exit_equity"": ""134.28593370787672"", ""sponsor_exit_proceeds"": ""134.28593370787672"", ""sponsor_moic"": ""0.1681201047985937"", ""sponsor_annualized_return"": ""-0.2999582683675197"", ""total_equity_loss"": ""0""}, {""scenario_id"": ""SYN_HOTEL_004:099"", ""raw_exit_equity"": ""357.77269153241997"", ""sponsor_exit_proceeds"": ""357.77269153241997"", ""sponsor_moic"": ""0.4479157327479436"", ""sponsor_annualized_return"": ""-0.14839291993682513"", ""total_equity_loss"": ""0""}]]",return fraction,"{""n"": 21, ""zero_recovery"": 7}",Descriptive frozen realization; no new interval or significance test. Mechanical checks are conditional on tested paths.,"Methods/table note only; B/methodological financing convention, not an empirical recovery estimate.","[""S12""]",supporting,true,false,false,"[""A2""]","No empirical, causal, calibrated-PD, universal-generalization or substantive financing-optimum extension.",No prior numerical claim imported.,,not applicable,true,true
REP-002,Small-n rule,"Every subgroup/regime/fold percentage must carry n or numerator/denominator in the same sentence, table row, table note or immediately adjacent text; no new confidence intervals may be manufactured.",LIMITATION,frozen artifact audit,[],[],null,not applicable,null,Descriptive frozen realization; no new interval or significance test. Mechanical checks are conditional on tested paths.,"Mandatory manuscript reporting rule, especially Template 004 distressed n=21; distinguish policy parameters from sample rates.","[""S10""]",supporting,true,false,false,[],"No empirical, causal, calibrated-PD, universal-generalization or substantive financing-optimum extension.",No prior numerical claim imported.,,not applicable,false,false
NEG-001,Historical scope,"The v2 Accor reconstruction, cross-model RMSE comparisons and conditional mathematical discussion are not promoted into the v3 results; the central study concerns synthetic ranking and threshold transfer.",LIMITATION,frozen artifact audit,[],[],null,not applicable,null,Descriptive frozen realization; no new interval or significance test. Mechanical checks are conditional on tested paths.,Conditional on the frozen synthetic system; no borrower-population inference.,"[""S10""]",supporting,true,false,false,[],"No empirical, causal, calibrated-PD, universal-generalization or substantive financing-optimum extension.","V2 sections on Accor, cross-model discrepancy, timing and conditional theory are omitted from the final results architecture.","Audited paper/ifrs16_lbo_ssrn_v2.tex and paper/REVISION_AUDIT.md. Conditional theory is not disproved, but no benchmark error-bound validation is admitted.",not applicable,false,false
